"IncidentNO","year","State","City","ZIP","Street","Other","Firefighter","Total","Cause"
"803",2014,"CA","LOS ANGELES","90034","CLARINGTON",1,0,1,"Other Heat"
"803",2014,"CA","LOS ANGELES","90034","CLARINGTON",1,0,1,"Open Flame"
"1347",2014,"CA","LOS ANGELES","90003","106TH",1,0,1,"Other Unintentional, Careless"
"1347",2014,"CA","LOS ANGELES","90003","106TH",1,0,1,"Exposure"
"1347",2014,"CA","LOS ANGELES","90003","106TH",1,0,1,"Unknown"
"1347",2014,"CA","LOS ANGELES","90003","106TH",1,0,1,"Unknown"
"1347",2014,"CA","LOS ANGELES","90003","106TH",1,0,1,"Intentional"
"1347",2014,"CA","LOS ANGELES","90003","106TH",1,0,1,"Heating"
"1347",2014,"CA","LOS ANGELES","90003","106TH",1,0,1,"Appliances"
"996",2014,"CA","LOS ANGELES","90004","NORMANDIE",1,0,1,"Cooking"
"996",2014,"CA","LOS ANGELES","90004","NORMANDIE",1,0,1,"Electrical Malfunction"
"996",2014,"CA","LOS ANGELES","90004","NORMANDIE",1,0,1,"Intentional"
"996",2014,"CA","LOS ANGELES","90004","NORMANDIE",1,0,1,"Electrical Malfunction"
"996",2014,"CA","LOS ANGELES","90004","NORMANDIE",1,0,1,"Intentional"
"996",2014,"CA","LOS ANGELES","90004","NORMANDIE",1,0,1,"Electrical Malfunction"
"996",2014,"CA","LOS ANGELES","90004","NORMANDIE",1,0,1,"Unknown"
"996",2014,"CA","LOS ANGELES","90004","NORMANDIE",1,0,1,"Electrical Malfunction"
"996",2014,"CA","LOS ANGELES","90004","NORMANDIE",1,0,1,"Other Heat"
"996",2014,"CA","LOS ANGELES","90004","NORMANDIE",1,0,1,"Intentional"
"996",2014,"CA","LOS ANGELES","90004","NORMANDIE",1,0,1,"Smoking"
"996",2014,"CA","LOS ANGELES","90004","NORMANDIE",1,0,1,"Other Unintentional, Careless"
"996",2014,"CA","LOS ANGELES","90004","NORMANDIE",1,0,1,"Unknown"
"996",2014,"CA","LOS ANGELES","90004","NORMANDIE",1,0,1,"Smoking"
"996",2014,"CA","LOS ANGELES","90004","NORMANDIE",1,0,1,"Intentional"
"996",2014,"CA","LOS ANGELES","90004","NORMANDIE",1,0,1,"Open Flame"
"996",2014,"CA","LOS ANGELES","90004","NORMANDIE",1,0,1,"Other Heat"
"460",2014,"CA","LOS ANGELES","90018","36TH",1,0,1,"Open Flame"
"460",2014,"CA","LOS ANGELES","90018","36TH",1,0,1,"Exposure"
"460",2014,"CA","LOS ANGELES","90018","36TH",1,0,1,"Open Flame"
"460",2014,"CA","LOS ANGELES","90018","36TH",1,0,1,"Playing with Heat Source"
"460",2014,"CA","LOS ANGELES","90018","36TH",1,0,1,"Unknown"
"460",2014,"CA","LOS ANGELES","90018","36TH",1,0,1,"Exposure"
"460",2014,"CA","LOS ANGELES","90018","36TH",1,0,1,"Smoking"
"909",2014,"CA","LOS ANGELES","90035","POINT VIEW",1,0,1,"Open Flame"
"909",2014,"CA","LOS ANGELES","90035","POINT VIEW",1,0,1,"Intentional"
"909",2014,"CA","LOS ANGELES","90035","POINT VIEW",1,0,1,"Other Equipment"
"909",2014,"CA","LOS ANGELES","90035","POINT VIEW",1,0,1,"Equipment Misoperation, Failure"
"909",2014,"CA","LOS ANGELES","90035","POINT VIEW",1,0,1,"Other Unintentional, Careless"
"909",2014,"CA","LOS ANGELES","90035","POINT VIEW",1,0,1,"Exposure"
"909",2014,"CA","LOS ANGELES","90035","POINT VIEW",1,0,1,"Cooking"
"1373",2014,"CA","ENCINO","91316","LINDLEY",2,0,2,"Cooking"
"1373",2014,"CA","ENCINO","91316","LINDLEY",2,0,2,"Unknown"
"1373",2014,"CA","ENCINO","91316","LINDLEY",2,0,2,"Intentional"
"1373",2014,"CA","ENCINO","91316","LINDLEY",2,0,2,"Smoking"
"1373",2014,"CA","ENCINO","91316","LINDLEY",2,0,2,"Other Heat"
"1373",2014,"CA","ENCINO","91316","LINDLEY",2,0,2,"Other Heat"
"1373",2014,"CA","ENCINO","91316","LINDLEY",2,0,2,"Smoking"
"1373",2014,"CA","ENCINO","91316","LINDLEY",2,0,2,"Unknown"
"1373",2014,"CA","ENCINO","91316","LINDLEY",2,0,2,"Other Unintentional, Careless"
"65",2014,"CA","LOS ANGELES","90024","KELTON",1,0,1,"Intentional"
"65",2014,"CA","LOS ANGELES","90024","KELTON",1,0,1,"Intentional"
"65",2014,"CA","LOS ANGELES","90024","KELTON",1,0,1,"Exposure"
"0117939",2014,"CA","INGLEWOOD","00000","WALNUT",1,0,1,"Unknown"
"0117939",2014,"CA","INGLEWOOD","00000","WALNUT",1,0,1,"Exposure"
"0117939",2014,"CA","INGLEWOOD","00000","WALNUT",1,0,1,"Exposure"
"0117939",2014,"CA","INGLEWOOD","00000","WALNUT",1,0,1,"Exposure"
"0169490",2014,"CA","HAWTHORNE CNTY","00000","135TH",1,0,1,"Electrical Malfunction"
"0003991",2014,"CA","Pasadena","91103","Carlton",1,0,1,"Unknown"
"1401525",2014,"CA","Ukiah","95482","Norton",1,0,1,"Unknown"
"0002233",2014,"CA","MERCED","95340","RAMBLER",2,0,2,"Other Equipment"
"0002233",2014,"CA","MERCED","95340","RAMBLER",2,0,2,"Exposure"
"0002312",2014,"CA","SANTA ANA","00000","HATHAWAY",2,0,2,"Appliances"
"29316",2014,"CA","PCFD","95603","KEMPER OAKS",1,0,1,"Intentional"
"1410342",2014,"CA","HEMET","92543","THORNTON",1,0,1,"Unknown"
"88407",2014,"CA","NORC","92860","6TH",1,0,1,"Appliances"
"97",2014,"CA","HEM","92545","CLINTON",1,0,1,"Smoking"
"97",2014,"CA","HEM","92545","CLINTON",1,0,1,"Exposure"
"85050",2014,"CA","JRPV","92509","MISSION",2,0,2,"Open Flame"
"0082511",2014,"CA","Orangevale","95662","River Oaks",1,0,1,"Unknown"
"0002515",2014,"CA","FALLBROOK","92028","RICE CANYON",2,0,2,"Investigation with Arson Module"
"0012919",2014,"CA","SAN DIEGO","92139","UTICA",1,0,1,"Unknown"
"0001219",2014,"CA","SAN FRANCISCO","94134","CASTILLO",1,0,1,"Equipment Misoperation, Failure"
"0003634",2014,"CA","SAN FRANCISCO","94134","BROOKDALE",2,0,2,"Other Unintentional, Careless"
"4012173",2014,"CA","STOCKTON","95203","SONORA",1,0,1,"Unknown"
"0002156",2014,"CA","LOMPOC","93436","O",1,0,1,"Open Flame"
"0000194",2014,"CA","PALO ALTO","94303","EMBARCADERO",2,0,2,"Cooking"
"0003009",2014,"CA","SUNNYVALE","94087","SYCAMORE",1,0,1,"Unknown"
"4339",2014,"CA","Redding","96001","MARKET",1,0,1,"Cooking"
"0019426",2014,"CA","SANTA ROSA","95401","11TH",2,0,2,"Unknown"
"10573",2014,"CA","GERBER","96035","SAN BENITO",1,0,1,"Unknown"
"0007635",2014,"CO","Denver","80229","PENNSYLVANIA",1,0,1,"Investigation with Arson Module"
"0004020",2014,"CO","THORNTON","80241","MONROE",1,0,1,"Intentional"
"0008377",2014,"CO","Westminster","80003","SHERIDAN BLVD",1,0,1,"Electrical Malfunction"
"41296",2014,"CO","AURORA","80012","PARIS",1,0,1,"Unknown"
"0010536",2014,"CO","BOULDER","80304","19TH",1,0,1,"Unknown"
"0117185",2014,"CO","Denver","80204","TEJON",1,0,1,"Unknown"
"0123411",2014,"CO","DENVER","80205","CLEVELAND",1,0,1,"Smoking"
"310",2014,"CO","GOLDEN","80403","IOWA",1,0,1,"Intentional"
"151",2014,"CO","Golden","80403","Iowa",1,0,1,"None"
"0000641",2014,"CO","LOVELAND","80537","BUTTE",2,0,2,"Smoking"
"0002118",2014,"CT","BRISTOL","06010","HIGH",2,0,2,"Unknown"
"0001615",2014,"CT","ENFIELD","06082","S RIVER ST",4,0,4,"Unknown"
"0028007",2014,"CT","Hartford","06120","BEDFORD",2,0,2,"Unknown"
"1406121",2014,"CT","Manchester","06040","Chestnut",1,0,1,"Unknown"
"0000978",2014,"CT","SOUTHINGTON","06489","DARLING",1,0,1,"Unknown"
"0000196",2014,"CT","WOODSTOCK","06281","LITTLE BUNGEE HILL ROAD",1,0,1,"Investigation with Arson Module"
"0010730",2014,"CT","Bridgeport","06604","WASHINGTON AVE",1,0,1,"Unknown"
"0001653",2014,"CT","FAIRFIELD","06825","CRANE",2,0,2,"Other Heat"
"0000536",2014,"CT","HAMDEN","06517","LEO",1,0,1,"Unknown"
"0002931",2014,"CT","NORTH HAVEN","06473","HARTFORD",1,0,1,"Unknown"
"0003381",2014,"CT","NORTH HAVEN","06473","HELEN",1,0,1,"Unknown"
"0001232",2014,"CT","West Haven","06516","COLEMAN ST",3,0,3,"Unknown"
"0040088",2014,"DE","Newark","19711","A",1,0,1,"Unknown"
"0077812",2014,"DE","Newark","19711","Fawn",1,0,1,"Unknown"
"0079210",2014,"DE","Claymont","19703","Harbor",1,0,1,"Unknown"
"0430116",2014,"DE","Dover","19904","Kenton",1,0,1,"Other Unintentional, Careless"
"0030333",2014,"DE","LEWES","19958","EVERGREEN ROAD",1,0,1,"Unknown"
"1434846",2014,"FL","Miami","33127","34",1,0,1,"Cooking"
"58487",2014,"FL","Jacksonville","32218","PALMETTO",4,0,4,"Unknown"
"125759",2014,"FL","Jacksonville","32202","OAKLEY",1,0,1,"Unknown"
"126693",2014,"FL","Jacksonville","32209","27TH",1,0,1,"Unknown"
"0006527",2014,"FL","RIVERVIEW","33578","ALAFIA",1,0,1,"Electrical Malfunction"
"0011320",2014,"FL","Ruskin","33570","18TH",1,0,1,"Investigation with Arson Module"
"0022177",2014,"FL","Tampa","33619","ENDIVE",1,0,1,"Heating"
"0058709",2014,"FL","Tampa","33615","BURKETT",2,0,2,"Unknown"
"0060412",2014,"FL","Town and Country","33615","HALIFAX",1,0,1,"Heating"
"0091431",2014,"FL","Odessa","33558","SAILFISH",1,0,1,"Intentional"
"4105918",2014,"FL","LARGO","33778","124",1,0,1,"Unknown"
"4069879",2014,"FL","PINELLAS PARK","33782","OXFORD",1,0,1,"Unknown"
"4098456",2014,"FL","PINELLAS PARK","33781","71",1,0,1,"Unknown"
"4105796",2014,"FL","DUNEDIN","34698","PAULA",1,0,1,"Unknown"
"1464983",2014,"FL","LAKELAND","33801","Thelma",1,0,1,"Open Flame"
"0003504",2014,"FL","ORLANDO","32801","WASHINGTON",1,0,1,"Unknown"
"0055420",2014,"FL","ORLANDO","32801","COLONIAL",1,0,1,"Other Heat"
"4021373",2014,"FL","Metropolis","11111","RIVER OAKS",2,0,2,"Unknown"
"0090804",2014,"FL","Metropolis","11111","APOPKA",1,0,1,"Unknown"
"0114581",2014,"FL","Metropolis","11111","NEW HAMPSHIRE",1,0,1,"Intentional"
"1130001",2014,"FL","Daytona Beach Shores","32118","Atlantic",1,0,1,"Equipment Misoperation, Failure"
"0400225",2014,"FL","NEW SMYRNA BEACH","32168","HOWARD",1,0,1,"None"
"0400225",2014,"FL","New Smyrna Beach","32168","Howard",1,0,1,"Unknown"
"3100003",2014,"FL","New Smyrna Beach","32168","Oak",1,0,1,"Unknown"
"0007933",2014,"FL","PENSACOLA","32505","BLUE SPRINGS",1,0,1,"Unknown"
"1012002",2014,"FL","HOLLYWOOD","33021","TAYLOR",1,0,1,"Unknown"
"1106502",2014,"FL","LAUDERHILL","33313","59TH",1,0,1,"Open Flame"
"0002657",2014,"FL","COCONUT CREEK","33063","47TH",1,0,1,"Unknown"
"1106502",2014,"FL","LAUDERHILL","33313","59TH",1,0,1,"None"
"1412732",2014,"FL","FORT LAUDERDALE","33308","34TH",1,0,1,"Unknown"
"P403254",2014,"FL","MELROSE","32666","GROVE",1,0,1,"Unknown"
"0002575",2014,"FL","CLERMONT","34711","Charter Oaks",1,0,1,"Investigation with Arson Module"
"0008655",2014,"FL","EUSTIS","32736","Mill Creek",1,0,1,"Unknown"
"0013031",2014,"FL","SORRENTO","32776","Vine",1,0,1,"Unknown"
"0038808",2014,"FL","CITRA","32113","177TH",1,0,1,"Investigation with Arson Module"
"4023237",2014,"FL","Metropolis","34293","MOSS",1,0,1,"Unknown"
"0000409",2014,"FL","FERN PARK","32730","ST JOHNS",1,0,1,"Unknown"
"0035181",2014,"FL","OVIEDO","32765","BROOKS",1,0,1,"Unknown"
"0000254",2014,"FL","CASSELBERRY","32707","SHADY",2,0,2,"Other Unintentional, Careless"
"0094357",2014,"FL","LEHIGH ACRES","33963","JERSEY",1,0,1,"Electrical Malfunction"
"0000003",2014,"FL","Cape Canaveral","32920","Oak Manor Trailer",1,0,1,"Unknown"
"0000003",2014,"FL","Cape Canaveral","32920","Oak Manor Trailer",1,0,1,"Exposure"
"4899",2014,"FL","MELBOURNE","00000","BUICK",1,0,1,"Unknown"
"11173",2014,"FL","MELBOURNE","00000","CRONIN AV MEL",1,0,1,"Cooking"
"1337",2014,"FL","St Augustine","32084","EVERGREEN",1,0,1,"Other Unintentional, Careless"
"0011318",2014,"FL","St Augustine","32095","Fourth Av",1,0,1,"Investigation with Arson Module"
"0033050",2014,"FL","ST AUGUSTINE","32086","Campina St",1,0,1,"Investigation with Arson Module"
"0035065",2014,"FL","ST AUGUSTINE","32095","Los Caminos St",1,0,1,"Intentional"
"0001040",2014,"FL","Putnam Hall","32185","STATE RD 100",2,0,2,"Investigation with Arson Module"
"0000677",2014,"FL","PANAMA CITY BEACH","32408","THOMAS",1,0,1,"Unknown"
"1400694",2014,"FL","Southport","32409","COUNTY ROAD 2321",1,0,1,"Heating"
"11676",2014,"FL","BayCounty","32466","CHEVY",1,0,1,"Investigation with Arson Module"
"5473",2014,"FL","Marianna","32446","Jackson Street",4,0,4,"Unknown"
"1708",2014,"FL","Marianna","32446","JACKSON",4,0,4,"Unknown"
"0022019",2014,"FL","ZEPHYRHILLS","33541","STATE ROAD 54",1,0,1,"Unknown"
"0022943",2014,"FL","NEW PORT RICHEY","34655","FARMINGDALE",1,0,1,"Unknown"
"0050293",2014,"FL","NEW PORT RICHEY","34669","WASATCH",1,0,1,"Intentional"
"1110",2014,"FL","Pace","32571","S Bob Penton",1,0,1,"Investigation with Arson Module"
"0145947",2014,"FL","Hilliard","32046","27271 W 3rd",1,0,1,"Unknown"
"1479734",2014,"FL","Callahan","32011","OLD DIXIE",1,0,1,"Unknown"
"1489554",2014,"FL","Hilliard","32046","3rd",1,0,1,"Unknown"
"4116463",2014,"FL","Fernandina Beach","32034","LEO",1,0,1,"Other Heat"
"01578",2014,"FL","FWB","32547","Colonial",1,0,1,"None"
"04700",2014,"FL","Fort Walton Beach","32548","Gardner",1,0,1,"Investigation with Arson Module"
"0001578",2014,"FL","Ft Walton Bch","32547","Colonial Dr",1,0,1,"Unknown"
"0000380",2014,"FL","CITRUS SPRINGS","34434","GOLFVIEW",1,0,1,"Unknown"
"1414863",2014,"FL","GC","32043","COUNTY ROAD 209",1,0,1,"Other Heat"
"1418375",2014,"FL","OP","11111","KINGSWOOD",1,0,1,"Unknown"
"0027620",2014,"FL","okeechobee","34974","1047 palm ct",1,0,1,"Cooking"
"0011199",2014,"FL","PALM COAST","32136","WESTMAYER",1,0,1,"Unknown"
"0007579",2014,"FL","Naples","34112","Seminole",1,0,1,"None"
"0003206",2014,"GA","ADAIRSVILLE","30103","Stoners Chapel",1,0,1,"Other Equipment"
"0006436",2014,"GA","Cartersville","30121","Westview",1,0,1,"Intentional"
"0321466",2014,"GA","Nashville","31639","Sheppard",3,0,3,"Cooking"
"143280",2014,"GA","Macon","31204","MIMOSA",1,0,1,"Unknown"
"0005762",2014,"GA","Carrollton","30117","Center Point",1,0,1,"Open Flame"
"0000407",2014,"GA","TUNNEL HILL","30755","WOODS",1,0,1,"Unknown"
"0000407",2014,"GA","TUNNEL HILL","30755","WOODS",1,0,1,"Exposure"
"1400524",2014,"GA","Savannah","31405","35th",2,0,2,"Unknown"
"2014002",2014,"GA","Fort Gaines","39851","Bethel Road",1,0,1,"Unknown"
"0011265",2014,"GA","MARIETTA","30008","WYNBROOK",1,0,1,"Electrical Malfunction"
"0045111",2014,"GA","MARIETTA","30067","MEADOWLAWN",1,0,1,"Other Unintentional, Careless"
"0045395",2014,"GA","KENNESAW","30144","BEN KING",1,0,1,"Unknown"
"0048361",2014,"GA","MARIETTA","30060","ATLANTA",1,0,1,"Unknown"
"0052380",2014,"GA","ACWORTH","30102","COUNTRY CREEK",1,0,1,"Unknown"
"0000168",2014,"GA","Bainbridge","39819","West Green Street",1,0,1,"Appliances"
"0007314",2014,"GA","Decatur","30034","NORTHSTRAND",1,0,1,"Unknown"
"0007315",2014,"GA","Decatur","30034","NORTHSTRAND",1,0,1,"Unknown"
"0103074",2014,"GA","Decatur","30032","MISTY VALLEY",3,0,3,"Unknown"
"0000216",2014,"GA","Albany","31701","3rd",1,0,1,"Smoking"
"0000670",2014,"GA","Albany","31701","Nona",1,0,1,"Electrical Malfunction"
"0000299",2014,"GA","Elberton","30635","Sanders",1,0,1,"Unknown"
"0002336",2014,"GA","Fayetteville","30215","92",3,0,3,"Other Unintentional, Careless"
"0002336",2014,"GA","Fayetteville","30215","92",3,0,3,"Exposure"
"0002336",2014,"GA","Fayetteville","30215","92",3,0,3,"Exposure"
"0002336",2014,"GA","Fayetteville","30215","92",3,0,3,"Exposure"
"0007834",2014,"GA","Brooks","30205","Grant",2,0,2,"Electrical Malfunction"
"1455376",2014,"GA","Atlanta","30331","REVERE",3,0,3,"Unknown"
"0012820",2014,"GA","COLLEGE PARK","30349","PALMVIEW",1,0,1,"Unknown"
"0003267",2014,"GA","ALPHARETTA","30005","CLIPPER BAY",1,0,1,"Unknown"
"1402331",2014,"GA","SNELLVILLE","30039","LAKE",1,0,1,"Unknown"
"1419688",2014,"GA","LAWRENCEVILLE","30045","WINDY HILL",1,0,1,"Open Flame"
"1429277",2014,"GA","NORCROSS","30093","HERITAGE VALLEY",1,0,1,"Other Heat"
"1453991",2014,"GA","LAWRENCEVILLE","30043","ROCK SPRINGS",1,0,1,"Unknown"
"5",2014,"GA","Hazlehurst","31539","Walter Rena",1,0,1,"Unknown"
"2014004",2014,"GA","MILLEN","30442","EAST OLD SAVANNAH",1,0,1,"Open Flame"
"0000801",2014,"GA","Dublin","31021","Gordon Edwards",1,0,1,"Unknown"
"0002701",2014,"GA","Dublin","31021","Phillip Manning",2,0,2,"Unknown"
"1401373",2014,"GA","FORSYTH","31029","TOWALIGA",1,0,1,"Unknown"
"0000557",2014,"GA","COLUMBUS","31907","CRYSTAL",2,0,2,"Unknown"
"0004554",2014,"GA","COLUMBUS","31906","SAMSON",1,0,1,"Unknown"
"0022990",2014,"GA","COLUMBUS","31904","HEMLOCK",1,0,1,"Cooking"
"05834",2014,"GA","Oxford","30054","Cook",1,0,1,"Other Unintentional, Careless"
"0001403",2014,"GA","georgetown","39854","Thomas",2,0,2,"Other Unintentional, Careless"
"0001373",2014,"GA","Cuthbert","39840","ANDREW",1,0,1,"Unknown"
"0003883",2014,"GA","Hephzibah","30815","PINNACLE PINES",1,0,1,"Open Flame"
"0005403",2014,"GA","Augusta","30909","CRAWFORDVILLE",1,0,1,"Intentional"
"0009191",2014,"GA","Hephzibah","30815","WINDSOR SPRING",1,0,1,"Appliances"
"0000363",2014,"GA","Meigs","31765","Palmer",1,0,1,"Unknown"
"0000363",2014,"GA","Meigs","31765","Palmer",1,0,1,"Exposure"
"0000363",2014,"GA","Meigs","31765","Palmer",1,0,1,"Exposure"
"0000363",2014,"GA","Meigs","31765","Palmer",1,0,1,"Exposure"
"0000363",2014,"GA","Meigs","31765","Palmer",1,0,1,"Exposure"
"0006177",2014,"GA","ROSSVILLE","30741","21 CRESTVIEW DR",1,0,1,"Unknown"
"0007131",2014,"GA","LAFAYETTE","30728","ROUND POND",1,0,1,"Other Unintentional, Careless"
"0023983",2014,"HI","OCEAN VIEW","96737","LEHUA",1,0,1,"Investigation with Arson Module"
"0005067",2014,"HI","Honolulu","96822","Wilder",1,0,1,"Open Flame"
"201412",2014,"IA","Readlyn","50668","3rd",1,0,1,"Electrical Malfunction"
"0003602",2014,"IA","Mason City","50401","Coolidge",2,0,2,"Open Flame"
"031",2014,"IA","Fredericksburg","50630","280th",1,0,1,"Other Unintentional, Careless"
"0000072",2014,"IA","Spirit Lake","51360","Hill",1,0,1,"Unknown"
"0000006",2014,"IA","Riverton","51650","Meadow",1,0,1,"Other Heat"
"1403145",2014,"IA","Salem","52649","JAMES",2,0,2,"Other Unintentional, Careless"
"0000012",2014,"IA","Andrew","52030","Franklin",1,0,1,"Unknown"
"0000136",2014,"IA","Marion","52302","Barnsley",1,0,1,"Open Flame"
"14-64",2014,"IA","New Sharon","50207","Broadway",1,0,1,"Unknown"
"0070714",2014,"IA","Graettinger","51342","Jackson",2,0,2,"Other Unintentional, Careless"
"0014928",2014,"IA","DES MOINES","50317","MADISON",1,0,1,"Other Heat"
"0002957",2014,"IA","COUNCIL BLUFFS","51503","MILL",1,0,1,"Investigation with Arson Module"
"0001869",2014,"IA","Indianola","50125","B",1,0,1,"Intentional"
"14-2690",2014,"IA","Washington","52353","275th",1,0,1,"Unknown"
"14F0007",2014,"ID","Inkom","83245","301 Stevens",1,0,1,"Unknown"
"0000007",2014,"ID","BONNERS FERRY","83805","WESTVIEW",1,0,1,"Unknown"
"0014010",2014,"ID","Bonners Ferry","83805","Baldy MT",1,0,1,"Other Unintentional, Careless"
"0000242",2014,"ID","Post Falls","83854","W BETH LOOP",1,0,1,"Open Flame"
"0002377",2014,"ID","Post Falls","83854","W ECHO DR",1,0,1,"Electrical Malfunction"
"1403004",2014,"ID","TWIN FALLS","83301","ADDISON",2,0,2,"Unknown"
"0001044",2014,"IL","Quincy","62301","17th",2,0,2,"Electrical Malfunction"
"0002130",2014,"IL","Quincy","62301","11th",3,0,3,"Intentional"
"1412311",2014,"IL","Tamms","62988","3rd ",1,0,1,"Electrical Malfunction"
"0201406",2014,"IL","Mount Sterling","62353","N Maple",1,0,1,"None"
"0000045",2014,"IL","Beardstown","62618","Star",1,0,1,"Unknown"
"0000154",2014,"IL","Beardstown","62618","State",1,0,1,"Unknown"
"0000011",2014,"IL","HOMER","61849","",1,0,1,"Unknown"
"004-014",2014,"IL","FOOSLAND","61845","COUNTY RD 3450 N",1,0,1,"None"
"01324",2014,"IL","Glenwood","60425","RAINBOW",1,0,1,"Open Flame"
"0004839",2014,"IL","HOFFMAN ESTATES","60192","FIRESTONE",1,0,1,"Open Flame"
"0001094",2014,"IL","Elmwood Park","60707","76th",1,0,1,"None"
"0000914",2014,"IL","OAK LAWN","60453","LAWRENCE",2,0,2,"Unknown"
"0001273",2014,"IL","OAK LAWN","60453","51ST",3,0,3,"Unknown"
"0000612",2014,"IL","Bellwood","60104","50th",1,0,1,"Unknown"
"0000747",2014,"IL","BERWYN","60402","SCOVILLE",1,0,1,"Unknown"
"0002317",2014,"IL","BERWYN","60402","RIDGELAND",1,0,1,"Unknown"
"0003110",2014,"IL","BURBANK","60459","MAJOR",1,0,1,"Unknown"
"0004873",2014,"IL","CICERO","60804","30TH",1,0,1,"Other Heat"
"0004873",2014,"IL","CICERO","60804","30TH",1,0,1,"Exposure"
"0004873",2014,"IL","CICERO","60804","30TH",1,0,1,"Exposure"
"01747",2014,"IL","PARK FOREST","60466","ORCHARD",1,0,1,"Unknown"
"1400935",2014,"IL","TINLEY PARK","60477","OKETO",1,0,1,"Other Heat"
"0050848",2014,"IL","Chicago","60623","16TH",1,0,1,"Other Heat"
"0086404",2014,"IL","Chicago","60632","45TH",1,0,1,"Other Heat"
"0099435",2014,"IL","Chicago","60644","LAVERGNE",1,0,1,"Unknown"
"0115644",2014,"IL","Chicago","60617","BAKER",1,0,1,"Other Heat"
"0126498",2014,"IL","Chicago","60661","CANAL",1,0,1,"Other Heat"
"0157344",2014,"IL","Chicago","60626","JUNEWAY",1,0,1,"Other Heat"
"0362251",2014,"IL","Chicago","60651","LAWNDALE",1,0,1,"Other Heat"
"0526690",2014,"IL","Chicago","60619","RHODES",1,0,1,"Open Flame"
"0593775",2014,"IL","Chicago","60628","VERNON",4,0,4,"Other Heat"
"0654140",2014,"IL","Chicago","60639","PARKER",2,0,2,"Unknown"
"0691650",2014,"IL","Chicago","60639","PARKER",2,0,2,"Unknown"
"0729645",2014,"IL","Chicago","60638","MAYFIELD",1,0,1,"Heating"
"0746204",2014,"IL","Chicago","60659","KIMBALL",1,0,1,"Unknown"
"0822450",2014,"IL","Chicago","60637","69TH",1,0,1,"Unknown"
"0828179",2014,"IL","Chicago","60619","MARYLAND",1,0,1,"Open Flame"
"0000004",2014,"IL","Farmer City","61842","High",1,0,1,"Unknown"
"0003023",2014,"IL","NAPERVILLE","60540","DOUGLAS",1,0,1,"Cooking"
"0002376",2014,"IL","Bensenville","60106","Devon",1,0,1,"Investigation with Arson Module"
"0000999",2014,"IL","GLEN ELLYN","60137","DUANE",1,0,1,"Unknown"
"0000430",2014,"IL","Paris","61944","IL Hwy 1",1,0,1,"Unknown"
"0000005",2014,"IL","Shawneetown","62984","Logan Ave",1,0,1,"Unknown"
"0140075",2014,"IL","carrollton","62016","main",1,0,1,"Unknown"
"14-0265",2014,"IL","Augusta","62311","201 Second Street",1,0,1,"Other Unintentional, Careless"
"2014006",2014,"IL","Elkville","62932","Krelo",1,0,1,"Smoking"
"2014034",2014,"IL","West Liberty","62475","200",1,0,1,"Electrical Malfunction"
"0000132",2014,"IL","Mt Vernon","62864","Davis",2,0,2,"Unknown"
"0000798",2014,"IL","Ina","62846","ELM ",2,0,2,"Unknown"
"0000090",2014,"IL","SOUTH ELGIN","60177","BECK",1,0,1,"Investigation with Arson Module"
"0002684",2014,"IL","Lake Villa","60046","Cedar Crest",1,0,1,"Unknown"
"0000026",2014,"IL","STREATOR","61364","COURT",1,0,1,"Other Unintentional, Careless"
"4008581",2014,"IL","DECATUR","62521","MAIN",1,0,1,"Electrical Malfunction"
"0011194",2014,"IL","Decatur","62522","Moyer",1,0,1,"Other Equipment"
"0011194",2014,"IL","Decatur","62522","Moyer",1,0,1,"Exposure"
"0000145",2014,"IL","Decatur","62521","Fitzgerald",1,0,1,"Unknown"
"0000372",2014,"IL","BUSHNELL","61422","OSBORNE",1,0,1,"Smoking"
"0000820",2014,"IL","WOODSTOCK","60098","KIMBALL",1,0,1,"Other Unintentional, Careless"
"0009335",2014,"IL","BLOOMINGTON","61701","ROBINHOOD",1,0,1,"Investigation with Arson Module"
"0000038",2014,"IL","Heyworth","61745","425 North",1,0,1,"Intentional"
"0000038",2014,"IL","Heyworth","61745","425 North",1,0,1,"Exposure"
"014-018",2014,"IL","LEXINGTON","61753","2700 NORTH RD",1,0,1,"Unknown"
"0000128",2014,"IL","Sullivan","61951","Seymour",1,0,1,"Investigation with Arson Module"
"0004569",2014,"IL","Bartonville","61607","Harrison",1,0,1,"Unknown"
"0000220",2014,"IL","Peoria","61604","FARMINGTON",1,0,1,"Unknown"
"0000586",2014,"IL","Peoria","61604","AMY",1,0,1,"Other Unintentional, Careless"
"1411295",2014,"IL","Hull","62343","Loy",1,0,1,"Unknown"
"0000019",2014,"IL","Olney","62450","Mt Pleasant0800N",1,0,1,"Unknown"
"0000019",2014,"IL","Olney","62450","Mt Pleasant0800N",1,0,1,"Exposure"
"0000093",2014,"IL","ELDORADO","62930","RAILROAD",1,0,1,"Smoking"
"0005324",2014,"IL","SPRINGFIELD","62702","JEFFERSON",1,0,1,"Intentional"
"0016145",2014,"IL","SPRINGFIELD","62703","10TH",1,0,1,"Electrical Malfunction"
"0016145",2014,"IL","SPRINGFIELD","62703","10TH",1,0,1,"Exposure"
"0016145",2014,"IL","SPRINGFIELD","62703","10TH",1,0,1,"Exposure"
"0106",2014,"IL","Springfield","62707","Old Route 36",1,0,1,"Investigation with Arson Module"
