"IncidentNO","year","State","City","ZIP","Street","Other","Firefighter","Total","Cause","lon","lat"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure",-97.4394777,35.2225668
"2120523",2012,"OK","VINITA","74301","FOREMAN",1,0,1,"Unknown",-95.1541339,36.6386937
"29",2012,"OK","Clinton","73601","Modelle",1,0,1,"Electrical Malfunction",-76.8983059,38.7651145
"2012142",2012,"OK","SALINA","74365","",1,0,1,"Heating",-97.6114237,38.8402805
"0000058",2012,"OK","KEOTA","74941","CR 1175 RD",1,0,1,"Intentional",-91.9534768,41.3701494
"71",2012,"OK","Kinta","74552","1320",1,0,1,"None",-95.2377458,35.1192644
"0090-12",2012,"OK","BROOKEN","74462","104 S BK 1201 RD",1,0,1,"Natural",-95.4018087,35.2784034
"0000321",2012,"OK","Altus","73521","HEMLOCK",1,0,1,"Electrical Malfunction",-99.3340442,34.637765
"2012070",2012,"OK","Luther","73054","Tonya",1,0,1,"Unknown",-98.4944365,29.4429595
"0000031",2012,"OK","Madill","73446","Purser Road",1,0,1,"Other Heat",-96.7716691,34.0903751
"0000995",2012,"OK","Choctaw","73020","29",1,0,1,"Unknown",-97.2689212,35.4975625
"0000995",2012,"OK","Choctaw","73020","29",1,0,1,"Exposure",-97.2689212,35.4975625
"0000995",2012,"OK","Choctaw","73020","29",1,0,1,"Exposure",-97.2689212,35.4975625
"0000995",2012,"OK","Choctaw","73020","29",1,0,1,"Exposure",-97.2689212,35.4975625
"0000995",2012,"OK","Choctaw","73020","29",1,0,1,"Exposure",-97.2689212,35.4975625
"0002213",2012,"OK","Midwest City","73110","HARR",3,0,3,"Unknown",-97.3967019,35.4495065
"2049141",2012,"OK","OKLAHOMA CITY","73107","20TH",1,0,1,"Unknown",-97.5164276,35.4675602
"2078977",2012,"OK","OKLAHOMA CITY","73111","20TH",1,0,1,"Heating",-97.5164276,35.4675602
"2080402",2012,"OK","OKLAHOMA CITY","73120","DORCHESTER",5,0,5,"Heating",-97.5164276,35.4675602
"0091312",2012,"OK","stigler","74462","hwy 71",1,0,1,"Unknown",-95.1230169,35.253708
"2012114",2012,"OK","Wewoka","74884","204 E 6th",1,0,1,"Cooking",-96.4933457,35.1586902
"0002278",2012,"OK","Duncan","73533","",1,0,1,"Unknown",-97.9578128,34.5023028
"0014012",2012,"OK","davidson","73530","locust",1,0,1,"Unknown",-80.8467793,35.5017318
"0014012",2012,"OK","davidson","73530","locust",1,0,1,"Exposure",-80.8467793,35.5017318
"0120014",2012,"OK","davidson","73530","locust",1,0,1,"Unknown",-80.8467793,35.5017318
"0120014",2012,"OK","davidson","73530","locust",1,0,1,"Exposure",-80.8467793,35.5017318
"0012075",2012,"OK","Sapulpa","74066","2322 West 126th St South",1,0,1,"Unknown",-96.1141664,35.9987007
"0005903",2012,"OK","TULSA","74110","BIRMINGHAM",1,0,1,"Intentional",-95.992775,36.1539816
"0025773",2012,"OK","TULSA","74112","3",1,0,1,"Unknown",-95.992775,36.1539816
"0028491",2012,"OK","TULSA","74108","193",1,0,1,"Other Unintentional, Careless",-95.992775,36.1539816
"0046061",2012,"OK","TULSA","74107","28",1,0,1,"Unknown",-95.992775,36.1539816
"0048498",2012,"OK","TULSA","74127","READING",1,0,1,"Unknown",-95.992775,36.1539816
"0002928",2012,"OR","MILWAUKIE","97267","JENNINGS",1,0,1,"Other Heat",-122.6392606,45.4462305
"0001777",2012,"OR","Coos Bay","97420","11th",1,0,1,"Other Equipment",-124.2178903,43.3665007
"0016119",2012,"OR","Eugene","97404","River",1,0,1,"Unknown",-123.0867536,44.0520691
"0000484",2012,"OR","Cave Junction","97523","Takilma",1,0,1,"Other Unintentional, Careless",-123.6481235,42.1628912
"0001249",2012,"OR","Central Point","97502","MOUNTAIN VIEW",1,0,1,"Smoking",-122.9164307,42.3759586
"0000020",2012,"OR","Joseph","97846","Mill",1,0,1,"Unknown",-89.9111592,35.1197972
"0000035",2012,"OR","LAKEVIEW","97630","T",1,0,1,"Unknown",-93.3693524,36.6970059
"0000541",2012,"OR","Toledo","97391","Bay",1,0,1,"Unknown",-83.555212,41.6639383
"0015422",2012,"OR","TIGARD","97223","Pfaffle",1,0,1,"Smoking",-122.7714861,45.4312294
"0000642",2012,"OR","Creswell","97424","HWY 99",1,0,1,"Unknown",-123.0245261,43.9179023
"0001566",2012,"PA","PITTSBURGH","15226","MCNEILLY",2,0,2,"Smoking",-79.9958864,40.4406248
"19",2012,"PA","HarmarTownship of","15024","Highbury",1,0,1,"Investigation with Arson Module",-79.8352767,40.545741
"0001858",2012,"PA","BADEN","15005","North",1,0,1,"Intentional",8.5303972,48.5699281
"0016715",2012,"PA","Bensalem","19020","MARION",2,0,2,"Unknown",-74.9325683,40.0994425
"0000076",2012,"PA","Ebensburg","15931","Tanner",1,0,1,"Unknown",-78.7247426,40.4850717
"0000010",2012,"PA","Rimersburg","16248","route 861",1,0,1,"Other Heat",-79.5031005,41.0414525
"0113329",2012,"PA","New Cumberland","17070","4th",1,0,1,"Smoking",-76.8846956,40.2323122
"0064293",2012,"PA","Garnet Valley","19061","Belmont Lane",1,0,1,"Cooking",-75.5043761,39.8622582
"0000066",2012,"PA","LANCASTER","17603","OLIVE",1,0,1,"Intentional",-76.3055144,40.0378755
"0609312",2012,"PA","Lancaster","17603","REDWOOD DR",1,0,1,"Electrical Malfunction",-76.3055144,40.0378755
"0003771",2012,"PA","New Castle","16101","Morvia Street",2,0,2,"Unknown",-75.5668166,39.6620397
"0000021",2012,"PA","Fogelsville","18051","Seipstown",1,0,1,"Unknown",-75.6326395,40.5832443
"0000295",2012,"PA","Pittston","18640","Main",1,0,1,"Open Flame",-75.7893604,41.3259134
"0030580",2012,"PA","PHILADELPHIA","19114","WELSH",1,0,1,"Appliances",-75.1652215,39.9525839
"0100093",2012,"PA","PHILADELPHIA","19135","TORRESDALE",3,0,3,"Equipment Misoperation, Failure",-75.1652215,39.9525839
"0190768",2012,"PA","PHILADELPHIA","19147","WHARTON",1,0,1,"Smoking",-75.1652215,39.9525839
"1760263",2012,"PA","PHILADELPHIA","19143","YEWDALL",1,0,1,"Intentional",-75.1652215,39.9525839
"0005000",2012,"PA","Shenandoah","17976","COAL",4,0,4,"Unknown",-78.6795836,38.2927558
"0010938",2012,"PA","Shenandoah","17976","COLUMBUS",1,0,1,"Unknown",-78.6795836,38.2927558
"0000525",2012,"PA","Shrewsbury","17361","SUSQUEHANNA",1,0,1,"Equipment Misoperation, Failure",-71.7128471,42.2959267
"4074",2012,"RI","Cranston","02905","DENNIS AVE",1,0,1,"Unknown",-71.4372796,41.7798226
"10885",2012,"RI","EAST PROVIDENCE","02915","PROVIDENCE",1,0,1,"Intentional",-71.3700545,41.8137116
"2012049",2012,"RI","Prudence Island","02872","0151 Concord",1,0,1,"Unknown",-71.3171162,41.616016
"0016929",2012,"SC","Beech Island","29842","Atomic",1,0,1,"Intentional",-81.8909472,33.4273614
"1302560",2012,"SC","Aiken","29801","Brucewood",1,0,1,"Other Unintentional, Careless",-81.7195533,33.5604168
"AFD0027",2012,"SC","Allendale","29810","Flowers",1,0,1,"Smoking",-74.129032,41.0414857
"949",2012,"SC","Townville","29689","Laurel",1,0,1,"Intentional",-82.8984775,34.5637137
"2349",2012,"SC","Anderson","29626","Peninsula",1,0,1,"Other Unintentional, Careless",-82.6501332,34.5034394
"0000070",2012,"SC","Belton","29627","Pine Forest",1,0,1,"Unknown",-97.464453,31.0560132
"0120043",2012,"SC","Bamberg","29003","Charleston Augusta",1,0,1,"Other Unintentional, Careless",10.9027636,49.8988135
"0000266",2012,"SC","Denmark","29042","Cotton",1,0,1,"Appliances",9.501785,56.26392
"2012013",2012,"SC","Williston","29853","Jones Ray",1,0,1,"Unknown",-103.6179745,48.1469683
"0131313",2012,"SC","ST MATTHEWS","29135","OLGESBY",1,0,1,"Other Unintentional, Careless",-85.6357789,38.2435659
"0014833",2012,"SC","CHARLESTON","29403","MAPLE",1,0,1,"Investigation with Arson Module",-79.9310512,32.7764749
"0047055",2012,"SC","CHARLESTON","29414","BREVARD",1,0,1,"Open Flame",-79.9310512,32.7764749
"40072",2012,"SC","GAFFNEY","29341","CAROLINA RIDGE",1,0,1,"Unknown",-81.6498195,35.0717945
"120062",2012,"SC","Hartsville","29550","Collins",1,0,1,"Unknown",-80.0734005,34.3740431
"315",2012,"SC","Marietta","29661","Trammell",1,0,1,"Unknown",-84.5499327,33.952602
"1201372",2012,"SC","Piedmont","29673","Fourth Day",2,0,2,"Unknown",-122.231635,37.8243715
"1001079",2012,"SC","LORIS","29569","DOUSTON",3,0,3,"Unknown",-78.8903044,34.0562812
"4016291",2012,"SC","CONWAY","29526","BEAR BLUFF",1,0,1,"Other Unintentional, Careless",-92.4421011,35.0886963
"1200281",2012,"SC","Lancaster","29720","Potter",1,0,1,"Unknown",-76.3055144,40.0378755
"0700207",2012,"SC","Indian Land","29707","Riverchase",1,0,1,"Other Unintentional, Careless",-80.8558097,35.0016097
"1200342",2012,"SC","Kershaw","29067","Marion",1,0,1,"Other Unintentional, Careless",-80.5836836,34.5518201
"12577",2012,"SC","Cassatt","29000","Hubb Kelley Rd",1,0,1,"Unknown",-77.1191863,38.8983509
"0002587",2012,"SC","West Columbia","29172","FISH HATCHERY",2,0,2,"Unknown",-81.0739825,33.9934867
"0007319",2012,"SC","Gaston","29053","BLACKVILLE",1,0,1,"Unknown",-81.1009286,33.8170974
"0000552",2012,"SC","Orangeburg","29115","SHERRIE",1,0,1,"Unknown",-80.8556476,33.4918203
"0006670",2012,"SC","COLUMBIA","29203","West",1,0,1,"Unknown",-81.0348144,34.0007104
"0010733",2012,"SC","EASTOVER","29044","Hezekiah",1,0,1,"Investigation with Arson Module",-78.7839112,35.0965534
"2012033",2012,"SC","WELLFORD","29385","NAZARETH RD",2,0,2,"Heating",-82.1059416,34.9509521
"100012",2012,"SC","Spartanburg","29306","Loop",1,0,1,"Heating",-81.9320482,34.9495672
"34",2012,"SC","Monarch","29379","SIMS",2,0,2,"None",-122.4084276,37.7809826
"2012035",2012,"SC","union","29379","sims avenue",2,0,2,"Smoking",-74.2631635,40.6975898
"0000055",2012,"SC","York","29745","HWY 55",2,0,2,"Unknown",-76.727745,39.9625984
"0009040",2012,"SD","SIOUX FALLS","57104","COVELL",1,0,1,"None",-96.7311034,43.5445959
"0012339",2012,"SD","RAPID CITY","57702","6",4,0,4,"Playing with Heat Source",-103.2310149,44.0805434
"1000312",2012,"TN","CLINTON","37716","LOBSTER",1,0,1,"Smoking",-76.8983059,38.7651145
"12048",2012,"TN","Shelbyville","37160","Richland",1,0,1,"Unknown",-86.4602717,35.483406
"12436",2012,"TN","Shelbyville","37160","Depot",1,0,1,"Electrical Malfunction",-86.4602717,35.483406
"0000609",2012,"TN","Unionville","37180","Kingdom",2,0,2,"Unknown",-80.5089552,35.0873694
"0000609",2012,"TN","Unionville","37180","Kingdom",2,0,2,"Exposure",-80.5089552,35.0873694
"0121111",2012,"TN","Townsend","37882","Webb Road",1,0,1,"Electrical Malfunction",-83.7557281,35.6753657
"577",2012,"TN","Maryville","37804","Sevier",1,0,1,"Unknown",-90.5047854,38.6456624
"0000244",2012,"TN","CLEVELAND","37311","Blount",1,0,1,"Smoking",-81.6943605,41.49932
"1211121",2012,"TN","Newcomb","37819","Hwy 297",2,0,2,"Unknown",-74.1645951,43.9695074
"1209672",2012,"TN","Woodbury","37190","Morgan ",1,0,1,"Unknown",-74.1059775,41.3645382
"1206451",2012,"TN","lavinia","38348","highway 220",1,0,1,"Other Heat",-88.6608897,35.849233
"0000086",2012,"TN","Crossville","38555","Darrell Avenue",1,0,1,"Smoking",-85.0269014,35.9489566
"0007383",2012,"TN","Nashville","37207","Duke",1,0,1,"Other Unintentional, Careless",-86.7816016,36.1626638
"0025799",2012,"TN","Nashville","37206","SKYVIEW",1,0,1,"Open Flame",-86.7816016,36.1626638
"0000021",2012,"TN","Smithville","37166","Hurricane Ridge Rd",1,0,1,"Electrical Malfunction",-74.4576842,39.4939726
"2012042",2012,"TN","Charlotte","37036","Loggins Rd",1,0,1,"Unknown",-80.8431267,35.2270869
"14",2012,"TN","Vanleer","37181","Hortense Road",1,0,1,"Smoking",-87.4439002,36.2350562
"0001167",2012,"TN","Dickson","37055","Eastwood",1,0,1,"Unknown",-87.3877899,36.0770048
"1262524",2012,"TN","Belvidere","37306","Keith Springs Mountain",1,0,1,"Unknown",-88.8442674,42.2639098
"0049309",2012,"TN","WINCHESTER","37398","CARSON LANE",1,0,1,"Electrical Malfunction",-78.1633341,39.1856597
"0012220",2012,"TN","Humboldt","38343","Humboldt Gibson",1,0,1,"Other Equipment",-123.8695086,40.7450055
"0000664",2012,"TN","SODDY DAISY","37379","CRAWLEY",1,0,1,"Unknown",-85.1907904,35.2359025
"2123250",2012,"TN","East Ridge","37412","BENNETT",1,0,1,"Unknown",-92.933642,44.8857046
"2012024",2012,"TN","Church Hill","37642","Big Elm",1,0,1,"Electrical Malfunction",-77.4156889,37.5333061
"2012285",2012,"TN","Paris","38242","OLD MCKENZIE HWY",1,0,1,"Unknown",2.3522219,48.856614
"0000058",2012,"TN","White Pine","37890","Phillps",1,0,1,"Unknown",-83.2853843,36.1049628
"1204070",2012,"TN","JEFFERSON CITY","37760","MEADOW SPRINGS",1,0,1,"Smoking",,
"0022328",2012,"TN","Knoxville","37938","RACCOON VALLEY",1,0,1,"Other Unintentional, Careless",-83.9207392,35.9606384
"0022663",2012,"TN","St Joseph","38481","Pace Road",2,0,2,"Unknown",-94.846681,39.7674578
"0000141",2012,"TN","Fayetteville","37334","Kidd",1,0,1,"Heating",-78.8783585,35.0526641
"12010",2012,"TN","Lafayette","37083","Sycamore St",1,0,1,"Cooking",-92.0198427,30.2240897
"0000462",2012,"TN","JACKSON","38301","BEECH BLUFF",1,0,1,"Other Heat",-90.1848103,32.2987573
"0003314",2012,"TN","COLUMBIA","38401","17TH ST",1,0,1,"Unknown",-81.0348144,34.0007104
"0003314",2012,"TN","COLUMBIA","38401","17TH ST",1,0,1,"Exposure",-81.0348144,34.0007104
"0003314",2012,"TN","COLUMBIA","38401","17TH ST",1,0,1,"Exposure",-81.0348144,34.0007104
"423",2012,"TN","Mount Pleasant","38474","Mt Joy",1,0,1,"Unknown",-79.8284258,32.8323225
"0000004",2012,"TN","Vonore","37354","Lakside",1,0,1,"Other Equipment",-84.2418612,35.590078
"0000340",2012,"TN","TELLICO PLAINS","37385","TOWEE FALLS",2,0,2,"Heating",-84.294087,35.362855
"0007527",2012,"TN","Clarksville","37040","TRAHERN",1,0,1,"Cooking",-87.3594528,36.5297706
"2012069",2012,"TN","HORNBEAK","38232","N SHAWTOWN RD",1,0,1,"Unknown",-89.2964595,36.3311777
"0924121",2012,"TN","Copperhill","37137","Deal Hollow",3,0,3,"Heating",-84.3707561,34.9889692
"2012175",2012,"TN","Baxter","38544","Old Baxter",1,0,1,"Open Flame",-94.2686378,46.3483626
"2012258",2012,"TN","Baxter","38544","Silas Vickers",1,0,1,"Other Heat",-94.2686378,46.3483626
"1210626",2012,"TN","MURFREESBORO","37130","TENNESSEE",1,0,1,"Electrical Malfunction",-86.39027,35.8456213
"0513121",2012,"TN","Kodak","37764","Meadow",1,0,1,"Smoking",-83.6270896,35.9745743
"0002555",2012,"TN","Memphis","38119","Essex",1,0,1,"Unknown",-90.0489801,35.1495343
"0012665",2012,"TN","Memphis","38104","Manassas",1,0,1,"Heating",-90.0489801,35.1495343
"0018808",2012,"TN","MEMPHIS","38018","DEXTER",1,0,1,"Open Flame",-90.0489801,35.1495343
